_address	name	description	unit	type	len	factor	formula	offset	role	room	cw	isScale
33537	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1		0	value			
33538	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1		0	value			
33539	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 1	h	uint16be	1	1		0	value			
33540	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 1	h	uint16be	1	1		0	value			
33541	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 1	h	uint16be	1	1		0	value			
33542	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 1	h	uint16be	1	1		0	value			
33543	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 1	h	uint16be	1	1		0	value			
33544	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 1	h	uint16be	1	1		0	value			
33545	VD1-Kuehlen	Laufzeit Verdichter Kühlen - Wärmepumpe 1	h	uint16be	1	1		0	value			
33546	NHZ1	Laufzeit Nachheizstufe 1 - Wärmepumpe 1	h	uint16be	1	1		0	value			
33547	NHZ2	Laufzeit Nachheizstufe 2 - Wärmepumpe 1	h	uint16be	1	1		0	value			
33548	NHZ12	Laufzeit Nachheizstufe 1/2 - Wärmepumpe 1	h	uint16be	1	1		0	value			
33549	VD-Heizen-Tag-WP2	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1		0	value			
33550	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1		0	value			
33551	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 2	MWh	uint16be	1	1		0	value			
33552	VD-WW-Tag-WP2	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1		0	value			
33553	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1		0	value			
33554	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 2	MWh	uint16be	1	1		0	value			
33555	VD-Heizen-Tag-WP2	Verdichter Heizen Tag Leistungsaufnahme- Wärmepumpe 2		uint16be	1	1		0	value			
33556	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1		0	value			
33557	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1		0	value			
33558	VD-WW-Tag-WP2	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 2		uint16be	1	1		0	value			
33559	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1		0	value			
33560	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1		0	value			
33561	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 2	h	uint16be	1	1		0	value			
33562	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 2	h	uint16be	1	1		0	value			
33563	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 2	h	uint16be	1	1		0	value			
33564	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 2	h	uint16be	1	1		0	value			
33565	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 2	h	uint16be	1	1		0	value			
33566	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 2	h	uint16be	1	1		0	value			
33567	VD1-Kuehlen	Laufzeit Verdichter Kühlen - Wärmepumpe 2	h	uint16be	1	1		0	value			
33568	VD-Heizen-Tag-WP3	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1		0	value			
33569	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1		0	value			
33570	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 3	MWh	uint16be	1	1		0	value			
33571	VD-WW-Tag-WP3	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1		0	value			
33572	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1		0	value			
33573	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 3	MWh	uint16be	1	1		0	value			
33574	VD-Heizen-Tag-WP3	Verdichter Heizen Tag Leistungsaufnahme- Wärmepumpe 3		uint16be	1	1		0	value			
33575	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1		0	value			
33576	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1		0	value			
33577	VD-WW-Tag-WP3	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 3		uint16be	1	1		0	value			
33578	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1		0	value			
33579	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1		0	value			
33580	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 3	h	uint16be	1	1		0	value			
33581	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 3	h	uint16be	1	1		0	value			
33582	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 3	h	uint16be	1	1		0	value			
33583	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 3	h	uint16be	1	1		0	value			
33584	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 3	h	uint16be	1	1		0	value			
33585	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 3	h	uint16be	1	1		0	value			
